id,l10n_co_divipola,name,code,country_id/id,state_id/id,l10n_co_dian_code
town_co_510,25402,LA VEGA,25402,base.co,base.state_co_11,402
town_co_511,25407,LENGUAZAQUE,25407,base.co,base.state_co_11,407
town_co_512,25426,MACHETÁ,25426,base.co,base.state_co_11,426
town_co_513,25430,MADRID,25430,base.co,base.state_co_11,430
town_co_514,25436,MANTA,25436,base.co,base.state_co_11,436
town_co_515,25438,MEDINA,25438,base.co,base.state_co_11,438
town_co_516,25473,MOSQUERA,25473,base.co,base.state_co_11,473
town_co_517,25483,NARIÑO,25483,base.co,base.state_co_11,483
town_co_518,25486,NEMOCÓN,25486,base.co,base.state_co_11,486
town_co_519,25488,NILO,25488,base.co,base.state_co_11,488
town_co_520,25489,NIMAIMA,25489,base.co,base.state_co_11,489
town_co_521,25491,NOCAIMA,25491,base.co,base.state_co_11,491
town_co_522,25506,VENECIA,25506,base.co,base.state_co_11,506
town_co_523,25513,PACHO,25513,base.co,base.state_co_11,513
town_co_524,25518,PAIME,25518,base.co,base.state_co_11,518
town_co_525,25524,PANDI,25524,base.co,base.state_co_11,524
town_co_526,25530,PARATEBUENO,25530,base.co,base.state_co_11,530
town_co_527,25535,PASCA,25535,base.co,base.state_co_11,535
town_co_528,25572,PUERTO SALGAR,25572,base.co,base.state_co_11,572
town_co_529,25580,PULÍ,25580,base.co,base.state_co_11,580
town_co_530,25592,QUEBRADANEGRA,25592,base.co,base.state_co_11,592
town_co_531,25594,QUETAME,25594,base.co,base.state_co_11,594
town_co_532,25596,QUIPILE,25596,base.co,base.state_co_11,596
town_co_533,25599,APULO,25599,base.co,base.state_co_11,599
town_co_534,25612,RICAURTE,25612,base.co,base.state_co_11,612
town_co_535,25645,SAN ANTONIO DEL TEQUENDAMA,25645,base.co,base.state_co_11,645
town_co_536,25649,SAN BERNARDO,25649,base.co,base.state_co_11,649
town_co_537,25653,SAN CAYETANO,25653,base.co,base.state_co_11,653
town_co_538,25658,SAN FRANCISCO,25658,base.co,base.state_co_11,658
town_co_539,25662,SAN JUAN DE RIOSECO,25662,base.co,base.state_co_11,662
town_co_540,25718,SASAIMA,25718,base.co,base.state_co_11,718
town_co_541,25736,SESQUILÉ,25736,base.co,base.state_co_11,736
town_co_542,25740,SIBATÉ,25740,base.co,base.state_co_11,740
town_co_543,25743,SILVANIA,25743,base.co,base.state_co_11,743
town_co_544,25745,SIMIJACA,25745,base.co,base.state_co_11,745
town_co_545,25754,SOACHA,25754,base.co,base.state_co_11,754
town_co_546,25758,SOPÓ,25758,base.co,base.state_co_11,758
town_co_547,25769,SUBACHOQUE,25769,base.co,base.state_co_11,769
town_co_548,25772,SUESCA,25772,base.co,base.state_co_11,772
town_co_549,25777,SUPATÁ,25777,base.co,base.state_co_11,777
town_co_550,25779,SUSA,25779,base.co,base.state_co_11,779
town_co_551,25781,SUTATAUSA,25781,base.co,base.state_co_11,781
town_co_552,25785,TABIO,25785,base.co,base.state_co_11,785
town_co_553,25793,TAUSA,25793,base.co,base.state_co_11,793
town_co_554,25797,TENA,25797,base.co,base.state_co_11,797
town_co_555,25799,TENJO,25799,base.co,base.state_co_11,799
town_co_556,25805,TIBACUY,25805,base.co,base.state_co_11,805
town_co_557,25807,TIBIRITA,25807,base.co,base.state_co_11,807
town_co_558,25815,TOCAIMA,25815,base.co,base.state_co_11,815
town_co_559,25817,TOCANCIPÁ,25817,base.co,base.state_co_11,817
town_co_560,25823,TOPAIPÍ,25823,base.co,base.state_co_11,823
town_co_561,25839,UBALÁ,25839,base.co,base.state_co_11,839
town_co_562,25841,UBAQUE,25841,base.co,base.state_co_11,841
town_co_563,25843,VILLA DE SAN DIEGO DE UBATÉ,25843,base.co,base.state_co_11,843
town_co_564,25845,UNE,25845,base.co,base.state_co_11,845
town_co_565,25851,ÚTICA,25851,base.co,base.state_co_11,851
town_co_566,25862,VERGARA,25862,base.co,base.state_co_11,862
town_co_567,25867,VIANÍ,25867,base.co,base.state_co_11,867
town_co_568,25871,VILLAGÓMEZ,25871,base.co,base.state_co_11,871
town_co_569,25873,VILLAPINZÓN,25873,base.co,base.state_co_11,873
town_co_570,25875,VILLETA,25875,base.co,base.state_co_11,875
town_co_571,25878,VIOTÁ,25878,base.co,base.state_co_11,878
town_co_572,25885,YACOPÍ,25885,base.co,base.state_co_11,885
town_co_573,25898,ZIPACÓN,25898,base.co,base.state_co_11,898
town_co_574,25899,ZIPAQUIRÁ,25899,base.co,base.state_co_11,899
town_co_575,27001,QUIBDÓ,27001,base.co,base.state_co_12,001
town_co_576,27006,ACANDÍ,27006,base.co,base.state_co_12,006
town_co_577,27025,ALTO BAUDÓ,27025,base.co,base.state_co_12,025
town_co_578,27050,ATRATO,27050,base.co,base.state_co_12,050
town_co_579,27073,BAGADÓ,27073,base.co,base.state_co_12,073
town_co_580,27075,BAHÍA SOLANO,27075,base.co,base.state_co_12,075
town_co_581,27077,BAJO BAUDÓ,27077,base.co,base.state_co_12,077
town_co_582,27099,BOJAYÁ,27099,base.co,base.state_co_12,099
town_co_583,27135,EL CANTÓN DEL SAN PABLO,27135,base.co,base.state_co_12,135
town_co_584,27150,CARMEN DEL DARIÉN,27150,base.co,base.state_co_12,150
town_co_585,27160,CÉRTEGUI,27160,base.co,base.state_co_12,160
town_co_586,27205,CONDOTO,27205,base.co,base.state_co_12,205
town_co_587,27245,EL CARMEN DE ATRATO,27245,base.co,base.state_co_12,245
town_co_588,27250,EL LITORAL DEL SAN JUAN,27250,base.co,base.state_co_12,250
town_co_589,27361,ISTMINA,27361,base.co,base.state_co_12,361
town_co_590,27372,JURADÓ,27372,base.co,base.state_co_12,372
town_co_591,27413,LLORÓ,27413,base.co,base.state_co_12,413
town_co_592,27425,MEDIO ATRATO,27425,base.co,base.state_co_12,425
town_co_593,27430,MEDIO BAUDÓ,27430,base.co,base.state_co_12,430
town_co_594,27450,MEDIO SAN JUAN,27450,base.co,base.state_co_12,450
town_co_595,27491,NÓVITA,27491,base.co,base.state_co_12,491
town_co_596,27495,NUQUÍ,27495,base.co,base.state_co_12,495
town_co_597,27580,RÍO IRÓ,27580,base.co,base.state_co_12,580
town_co_598,27600,RÍO QUITO,27600,base.co,base.state_co_12,600
town_co_599,27615,RIOSUCIO,27615,base.co,base.state_co_12,615
town_co_600,27660,SAN JOSÉ DEL PALMAR,27660,base.co,base.state_co_12,660
town_co_601,27745,SIPÍ,27745,base.co,base.state_co_12,745
town_co_602,27787,TADÓ,27787,base.co,base.state_co_12,787
town_co_603,27800,UNGUÍA,27800,base.co,base.state_co_12,800
town_co_604,27810,UNIÓN PANAMERICANA,27810,base.co,base.state_co_12,810
town_co_605,41001,NEIVA,41001,base.co,base.state_co_13,001
town_co_606,41006,ACEVEDO,41006,base.co,base.state_co_13,006
town_co_607,41013,AGRADO,41013,base.co,base.state_co_13,013
town_co_608,41016,AIPE,41016,base.co,base.state_co_13,016
town_co_609,41020,ALGECIRAS,41020,base.co,base.state_co_13,020
town_co_610,41026,ALTAMIRA,41026,base.co,base.state_co_13,026
town_co_611,41078,BARAYA,41078,base.co,base.state_co_13,078
town_co_612,41132,CAMPOALEGRE,41132,base.co,base.state_co_13,132
town_co_613,41206,COLOMBIA,41206,base.co,base.state_co_13,206
town_co_614,41244,ELÍAS,41244,base.co,base.state_co_13,244
town_co_615,41298,GARZÓN,41298,base.co,base.state_co_13,298
town_co_616,41306,GIGANTE,41306,base.co,base.state_co_13,306
town_co_617,41319,GUADALUPE,41319,base.co,base.state_co_13,319
town_co_618,41349,HOBO,41349,base.co,base.state_co_13,349
town_co_619,41357,ÍQUIRA,41357,base.co,base.state_co_13,357
town_co_620,41359,ISNOS,41359,base.co,base.state_co_13,359
town_co_621,41378,LA ARGENTINA,41378,base.co,base.state_co_13,378
town_co_622,41396,LA PLATA,41396,base.co,base.state_co_13,396
town_co_623,41483,NÁTAGA,41483,base.co,base.state_co_13,483
town_co_624,41503,OPORAPA,41503,base.co,base.state_co_13,503
town_co_625,41518,PAICOL,41518,base.co,base.state_co_13,518
town_co_626,41524,PALERMO,41524,base.co,base.state_co_13,524
town_co_627,41530,PALESTINA,41530,base.co,base.state_co_13,530
town_co_628,41548,PITAL,41548,base.co,base.state_co_13,548
town_co_629,41551,PITALITO,41551,base.co,base.state_co_13,551
town_co_630,41615,RIVERA,41615,base.co,base.state_co_13,615
town_co_631,41660,SALADOBLANCO,41660,base.co,base.state_co_13,660
town_co_632,41668,SAN AGUSTÍN,41668,base.co,base.state_co_13,668
town_co_633,41676,SANTA MARÍA,41676,base.co,base.state_co_13,676
town_co_634,41770,SUAZA,41770,base.co,base.state_co_13,770
town_co_635,41791,TARQUI,41791,base.co,base.state_co_13,791
town_co_636,41797,TESALIA,41797,base.co,base.state_co_13,797
town_co_637,41799,TELLO,41799,base.co,base.state_co_13,799
town_co_638,41801,TERUEL,41801,base.co,base.state_co_13,801
town_co_639,41807,TIMANÁ,41807,base.co,base.state_co_13,807
town_co_640,41872,VILLAVIEJA,41872,base.co,base.state_co_13,872
town_co_641,41885,YAGUARÁ,41885,base.co,base.state_co_13,885
town_co_642,44001,RIOHACHA,44001,base.co,base.state_co_14,001
town_co_643,44035,ALBANIA,44035,base.co,base.state_co_14,035
town_co_644,44078,BARRANCAS,44078,base.co,base.state_co_14,078
town_co_645,44090,DIBULLA,44090,base.co,base.state_co_14,090
town_co_646,44098,DISTRACCIÓN,44098,base.co,base.state_co_14,098
town_co_647,44110,EL MOLINO,44110,base.co,base.state_co_14,110
town_co_648,44279,FONSECA,44279,base.co,base.state_co_14,279
town_co_649,44378,HATONUEVO,44378,base.co,base.state_co_14,378
town_co_650,44420,LA JAGUA DEL PILAR,44420,base.co,base.state_co_14,420
town_co_651,44430,MAICAO,44430,base.co,base.state_co_14,430
town_co_652,44560,MANAURE,44560,base.co,base.state_co_14,560
town_co_653,44650,SAN JUAN DEL CESAR,44650,base.co,base.state_co_14,650
town_co_654,44847,URIBIA,44847,base.co,base.state_co_14,847
town_co_655,44855,URUMITA,44855,base.co,base.state_co_14,855
town_co_656,44874,VILLANUEVA,44874,base.co,base.state_co_14,874
town_co_657,47001,SANTA MARTA,47001,base.co,base.state_co_15,001
town_co_658,47030,ALGARROBO,47030,base.co,base.state_co_15,030
town_co_659,47053,ARACATACA,47053,base.co,base.state_co_15,053
town_co_660,47058,ARIGUANÍ,47058,base.co,base.state_co_15,058
town_co_661,47161,CERRO DE SAN ANTONIO,47161,base.co,base.state_co_15,161
town_co_662,47170,CHIVOLO,47170,base.co,base.state_co_15,170
town_co_663,47189,CIÉNAGA,47189,base.co,base.state_co_15,189
town_co_664,47205,CONCORDIA,47205,base.co,base.state_co_15,205
town_co_665,47245,EL BANCO,47245,base.co,base.state_co_15,245
town_co_666,47258,EL PIÑÓN,47258,base.co,base.state_co_15,258
town_co_667,47268,EL RETÉN,47268,base.co,base.state_co_15,268
town_co_668,47288,FUNDACIÓN,47288,base.co,base.state_co_15,288
town_co_669,47318,GUAMAL,47318,base.co,base.state_co_15,318
town_co_670,47460,NUEVA GRANADA,47460,base.co,base.state_co_15,460
town_co_671,47541,PEDRAZA,47541,base.co,base.state_co_15,541
town_co_672,47545,PIJIÑO DEL CARMEN,47545,base.co,base.state_co_15,545
town_co_673,47551,PIVIJAY,47551,base.co,base.state_co_15,551
town_co_674,47555,PLATO,47555,base.co,base.state_co_15,555
town_co_675,47570,PUEBLOVIEJO,47570,base.co,base.state_co_15,570
town_co_676,47605,REMOLINO,47605,base.co,base.state_co_15,605
town_co_677,47660,SABANAS DE SAN ÁNGEL,47660,base.co,base.state_co_15,660
town_co_678,47675,SALAMINA,47675,base.co,base.state_co_15,675
town_co_679,47692,SAN SEBASTIÁN DE BUENAVISTA,47692,base.co,base.state_co_15,692
town_co_680,47703,SAN ZENÓN,47703,base.co,base.state_co_15,703
town_co_681,47707,SANTA ANA,47707,base.co,base.state_co_15,707
town_co_682,47720,SANTA BÁRBARA DE PINTO,47720,base.co,base.state_co_15,720
town_co_683,47745,SITIONUEVO,47745,base.co,base.state_co_15,745
town_co_684,47798,TENERIFE,47798,base.co,base.state_co_15,798
town_co_685,47960,ZAPAYÁN,47960,base.co,base.state_co_15,960
town_co_686,47980,ZONA BANANERA,47980,base.co,base.state_co_15,980
town_co_687,50001,VILLAVICENCIO,50001,base.co,base.state_co_16,001
town_co_688,50006,ACACÍAS,50006,base.co,base.state_co_16,006
town_co_689,50110,BARRANCA DE UPÍA,50110,base.co,base.state_co_16,110
town_co_690,50124,CABUYARO,50124,base.co,base.state_co_16,124
town_co_691,50150,CASTILLA LA NUEVA,50150,base.co,base.state_co_16,150
town_co_692,50223,CUBARRAL,50223,base.co,base.state_co_16,223
town_co_693,50226,CUMARAL,50226,base.co,base.state_co_16,226
town_co_694,50245,EL CALVARIO,50245,base.co,base.state_co_16,245
town_co_695,50251,EL CASTILLO,50251,base.co,base.state_co_16,251
town_co_696,50270,EL DORADO,50270,base.co,base.state_co_16,270
town_co_697,50287,FUENTE DE ORO,50287,base.co,base.state_co_16,287
town_co_698,50313,GRANADA,50313,base.co,base.state_co_16,313
town_co_699,50318,GUAMAL,50318,base.co,base.state_co_16,318
town_co_700,50325,MAPIRIPÁN,50325,base.co,base.state_co_16,325
town_co_701,50330,MESETAS,50330,base.co,base.state_co_16,330
town_co_702,50350,LA MACARENA,50350,base.co,base.state_co_16,350
town_co_703,50370,URIBE,50370,base.co,base.state_co_16,370
town_co_704,50400,LEJANÍAS,50400,base.co,base.state_co_16,400
town_co_705,50450,PUERTO CONCORDIA,50450,base.co,base.state_co_16,450
town_co_706,50568,PUERTO GAITÁN,50568,base.co,base.state_co_16,568
town_co_707,50573,PUERTO LÓPEZ,50573,base.co,base.state_co_16,573
town_co_708,50577,PUERTO LLERAS,50577,base.co,base.state_co_16,577
town_co_709,50590,PUERTO RICO,50590,base.co,base.state_co_16,590
town_co_710,50606,RESTREPO,50606,base.co,base.state_co_16,606
town_co_711,50680,SAN CARLOS DE GUAROA,50680,base.co,base.state_co_16,680
town_co_712,50683,SAN JUAN DE ARAMA,50683,base.co,base.state_co_16,683
town_co_713,50686,SAN JUANITO,50686,base.co,base.state_co_16,686
town_co_714,50689,SAN MARTÍN,50689,base.co,base.state_co_16,689
town_co_715,50711,VISTAHERMOSA,50711,base.co,base.state_co_16,711
town_co_716,52001,PASTO,52001,base.co,base.state_co_17,001
town_co_717,52019,ALBÁN,52019,base.co,base.state_co_17,019
town_co_718,52022,ALDANA,52022,base.co,base.state_co_17,022
town_co_719,52036,ANCUYA,52036,base.co,base.state_co_17,036
town_co_720,52051,ARBOLEDA,52051,base.co,base.state_co_17,051
town_co_721,52079,BARBACOAS,52079,base.co,base.state_co_17,079
town_co_722,52083,BELÉN,52083,base.co,base.state_co_17,083
town_co_723,52110,BUESACO,52110,base.co,base.state_co_17,110
town_co_724,52203,COLÓN,52203,base.co,base.state_co_17,203
town_co_725,52207,CONSACÁ,52207,base.co,base.state_co_17,207
town_co_726,52210,CONTADERO,52210,base.co,base.state_co_17,210
town_co_727,52215,CÓRDOBA,52215,base.co,base.state_co_17,215
town_co_728,52224,CUASPUD CARLOSAMA,52224,base.co,base.state_co_17,224
town_co_729,52227,CUMBAL,52227,base.co,base.state_co_17,227
town_co_730,52233,CUMBITARA,52233,base.co,base.state_co_17,233
town_co_731,52240,CHACHAGÜÍ,52240,base.co,base.state_co_17,240
town_co_732,52250,EL CHARCO,52250,base.co,base.state_co_17,250
town_co_733,52254,EL PEÑOL,52254,base.co,base.state_co_17,254
town_co_734,52256,EL ROSARIO,52256,base.co,base.state_co_17,256
town_co_735,52258,EL TABLÓN DE GÓMEZ,52258,base.co,base.state_co_17,258
town_co_736,52260,EL TAMBO,52260,base.co,base.state_co_17,260
town_co_737,52287,FUNES,52287,base.co,base.state_co_17,287
town_co_738,52317,GUACHUCAL,52317,base.co,base.state_co_17,317
town_co_739,52320,GUAITARILLA,52320,base.co,base.state_co_17,320
town_co_740,52323,GUALMATÁN,52323,base.co,base.state_co_17,323
town_co_741,52352,ILES,52352,base.co,base.state_co_17,352
town_co_742,52354,IMUÉS,52354,base.co,base.state_co_17,354
town_co_743,52356,IPIALES,52356,base.co,base.state_co_17,356
town_co_744,52378,LA CRUZ,52378,base.co,base.state_co_17,378
town_co_745,52381,LA FLORIDA,52381,base.co,base.state_co_17,381
town_co_746,52385,LA LLANADA,52385,base.co,base.state_co_17,385
town_co_747,52390,LA TOLA,52390,base.co,base.state_co_17,390
town_co_748,52399,LA UNIÓN,52399,base.co,base.state_co_17,399
town_co_749,52405,LEIVA,52405,base.co,base.state_co_17,405
town_co_750,52411,LINARES,52411,base.co,base.state_co_17,411
town_co_751,52418,LOS ANDES,52418,base.co,base.state_co_17,418
town_co_752,52427,MAGÜÍ,52427,base.co,base.state_co_17,427
town_co_753,52435,MALLAMA,52435,base.co,base.state_co_17,435
town_co_754,52473,MOSQUERA,52473,base.co,base.state_co_17,473
town_co_755,52480,NARIÑO,52480,base.co,base.state_co_17,480
town_co_756,52490,OLAYA HERRERA,52490,base.co,base.state_co_17,490
town_co_757,52506,OSPINA,52506,base.co,base.state_co_17,506
town_co_758,52520,FRANCISCO PIZARRO,52520,base.co,base.state_co_17,520
town_co_759,52540,POLICARPA,52540,base.co,base.state_co_17,540
town_co_760,52560,POTOSÍ,52560,base.co,base.state_co_17,560
town_co_761,52565,PROVIDENCIA,52565,base.co,base.state_co_17,565
town_co_762,52573,PUERRES,52573,base.co,base.state_co_17,573
town_co_763,52585,PUPIALES,52585,base.co,base.state_co_17,585
town_co_764,52612,RICAURTE,52612,base.co,base.state_co_17,612
town_co_765,52621,ROBERTO PAYÁN,52621,base.co,base.state_co_17,621
town_co_766,52678,SAMANIEGO,52678,base.co,base.state_co_17,678
town_co_767,52683,SANDONÁ,52683,base.co,base.state_co_17,683
town_co_768,52685,SAN BERNARDO,52685,base.co,base.state_co_17,685
town_co_769,52687,SAN LORENZO,52687,base.co,base.state_co_17,687
town_co_770,52693,SAN PABLO,52693,base.co,base.state_co_17,693
town_co_771,52694,SAN PEDRO DE CARTAGO,52694,base.co,base.state_co_17,694
town_co_772,52696,SANTA BÁRBARA,52696,base.co,base.state_co_17,696
town_co_773,52699,SANTACRUZ,52699,base.co,base.state_co_17,699
town_co_774,52720,SAPUYES,52720,base.co,base.state_co_17,720
town_co_775,52786,TAMINANGO,52786,base.co,base.state_co_17,786
town_co_776,52788,TANGUA,52788,base.co,base.state_co_17,788
town_co_777,52835,SAN ANDRÉS DE TUMACO,52835,base.co,base.state_co_17,835
town_co_778,52838,TÚQUERRES,52838,base.co,base.state_co_17,838
town_co_779,52885,YACUANQUER,52885,base.co,base.state_co_17,885
town_co_780,54001,SAN JOSÉ DE CÚCUTA,54001,base.co,base.state_co_18,001
town_co_781,54003,ÁBREGO,54003,base.co,base.state_co_18,003
town_co_782,54051,ARBOLEDAS,54051,base.co,base.state_co_18,051
town_co_783,54099,BOCHALEMA,54099,base.co,base.state_co_18,099
town_co_784,54109,BUCARASICA,54109,base.co,base.state_co_18,109
town_co_785,54125,CÁCOTA,54125,base.co,base.state_co_18,125
town_co_786,54128,CÁCHIRA,54128,base.co,base.state_co_18,128
town_co_787,54172,CHINÁCOTA,54172,base.co,base.state_co_18,172
town_co_788,54174,CHITAGÁ,54174,base.co,base.state_co_18,174
town_co_789,54206,CONVENCIÓN,54206,base.co,base.state_co_18,206
town_co_790,54223,CUCUTILLA,54223,base.co,base.state_co_18,223
town_co_791,54239,DURANIA,54239,base.co,base.state_co_18,239
town_co_792,54245,EL CARMEN,54245,base.co,base.state_co_18,245
town_co_793,54250,EL TARRA,54250,base.co,base.state_co_18,250
town_co_794,54261,EL ZULIA,54261,base.co,base.state_co_18,261
town_co_795,54313,GRAMALOTE,54313,base.co,base.state_co_18,313
town_co_796,54344,HACARÍ,54344,base.co,base.state_co_18,344
town_co_797,54347,HERRÁN,54347,base.co,base.state_co_18,347
town_co_798,54377,LABATECA,54377,base.co,base.state_co_18,377
town_co_799,54385,LA ESPERANZA,54385,base.co,base.state_co_18,385
town_co_800,54398,LA PLAYA,54398,base.co,base.state_co_18,398
town_co_801,54405,LOS PATIOS,54405,base.co,base.state_co_18,405
town_co_802,54418,LOURDES,54418,base.co,base.state_co_18,418
town_co_803,54480,MUTISCUA,54480,base.co,base.state_co_18,480
town_co_804,54498,OCAÑA,54498,base.co,base.state_co_18,498
town_co_805,54518,PAMPLONA,54518,base.co,base.state_co_18,518
town_co_806,54520,PAMPLONITA,54520,base.co,base.state_co_18,520
town_co_807,54553,PUERTO SANTANDER,54553,base.co,base.state_co_18,553
town_co_808,54599,RAGONVALIA,54599,base.co,base.state_co_18,599
town_co_809,54660,SALAZAR,54660,base.co,base.state_co_18,660
town_co_810,54670,SAN CALIXTO,54670,base.co,base.state_co_18,670
town_co_811,54673,SAN CAYETANO,54673,base.co,base.state_co_18,673
town_co_812,54680,SANTIAGO,54680,base.co,base.state_co_18,680
town_co_813,54720,SARDINATA,54720,base.co,base.state_co_18,720
town_co_814,54743,SILOS,54743,base.co,base.state_co_18,743
town_co_815,54800,TEORAMA,54800,base.co,base.state_co_18,800
town_co_816,54810,TIBÚ,54810,base.co,base.state_co_18,810
town_co_817,54820,TOLEDO,54820,base.co,base.state_co_18,820
town_co_818,54871,VILLA CARO,54871,base.co,base.state_co_18,871
town_co_819,54874,VILLA DEL ROSARIO,54874,base.co,base.state_co_18,874
town_co_820,63001,ARMENIA,63001,base.co,base.state_co_19,001
town_co_821,63111,BUENAVISTA,63111,base.co,base.state_co_19,111
town_co_822,63130,CALARCÁ,63130,base.co,base.state_co_19,130
town_co_823,63190,CIRCASIA,63190,base.co,base.state_co_19,190
town_co_824,63212,CÓRDOBA,63212,base.co,base.state_co_19,212
town_co_825,63272,FILANDIA,63272,base.co,base.state_co_19,272
town_co_826,63302,GÉNOVA,63302,base.co,base.state_co_19,302
town_co_827,63401,LA TEBAIDA,63401,base.co,base.state_co_19,401
town_co_828,63470,MONTENEGRO,63470,base.co,base.state_co_19,470
town_co_829,63548,PIJAO,63548,base.co,base.state_co_19,548
town_co_830,63594,QUIMBAYA,63594,base.co,base.state_co_19,594
town_co_831,63690,SALENTO,63690,base.co,base.state_co_19,690
town_co_832,66001,PEREIRA,66001,base.co,base.state_co_20,001
town_co_833,66045,APÍA,66045,base.co,base.state_co_20,045
town_co_834,66075,BALBOA,66075,base.co,base.state_co_20,075
town_co_835,66088,BELÉN DE UMBRÍA,66088,base.co,base.state_co_20,088
town_co_836,66170,DOSQUEBRADAS,66170,base.co,base.state_co_20,170
town_co_837,66318,GUÁTICA,66318,base.co,base.state_co_20,318
town_co_838,66383,LA CELIA,66383,base.co,base.state_co_20,383
town_co_839,66400,LA VIRGINIA,66400,base.co,base.state_co_20,400
town_co_840,66440,MARSELLA,66440,base.co,base.state_co_20,440
town_co_841,66456,MISTRATÓ,66456,base.co,base.state_co_20,456
town_co_842,66572,PUEBLO RICO,66572,base.co,base.state_co_20,572
town_co_843,66594,QUINCHÍA,66594,base.co,base.state_co_20,594
town_co_844,66682,SANTA ROSA DE CABAL,66682,base.co,base.state_co_20,682
town_co_845,66687,SANTUARIO,66687,base.co,base.state_co_20,687
town_co_846,68001,BUCARAMANGA,68001,base.co,base.state_co_21,001
town_co_847,68013,AGUADA,68013,base.co,base.state_co_21,013
town_co_848,68020,ALBANIA,68020,base.co,base.state_co_21,020
town_co_849,68051,ARATOCA,68051,base.co,base.state_co_21,051
town_co_850,68077,BARBOSA,68077,base.co,base.state_co_21,077
town_co_851,68079,BARICHARA,68079,base.co,base.state_co_21,079
town_co_852,68081,BARRANCABERMEJA,68081,base.co,base.state_co_21,081
town_co_853,68092,BETULIA,68092,base.co,base.state_co_21,092
town_co_854,68101,BOLÍVAR,68101,base.co,base.state_co_21,101
town_co_855,68121,CABRERA,68121,base.co,base.state_co_21,121
town_co_856,68132,CALIFORNIA,68132,base.co,base.state_co_21,132
town_co_857,68147,CAPITANEJO,68147,base.co,base.state_co_21,147
town_co_858,68152,CARCASÍ,68152,base.co,base.state_co_21,152
town_co_859,68160,CEPITÁ,68160,base.co,base.state_co_21,160
town_co_860,68162,CERRITO,68162,base.co,base.state_co_21,162
town_co_861,68167,CHARALÁ,68167,base.co,base.state_co_21,167
town_co_862,68169,CHARTA,68169,base.co,base.state_co_21,169
town_co_863,68176,CHIMA,68176,base.co,base.state_co_21,176
town_co_864,68179,CHIPATÁ,68179,base.co,base.state_co_21,179
town_co_865,68190,CIMITARRA,68190,base.co,base.state_co_21,190
town_co_866,68207,CONCEPCIÓN,68207,base.co,base.state_co_21,207
town_co_867,68209,CONFINES,68209,base.co,base.state_co_21,209
town_co_868,68211,CONTRATACIÓN,68211,base.co,base.state_co_21,211
town_co_869,68217,COROMORO,68217,base.co,base.state_co_21,217
town_co_870,68229,CURITÍ,68229,base.co,base.state_co_21,229
town_co_871,68235,EL CARMEN DE CHUCURI,68235,base.co,base.state_co_21,235
town_co_872,68245,EL GUACAMAYO,68245,base.co,base.state_co_21,245
town_co_873,68250,EL PEÑÓN,68250,base.co,base.state_co_21,250
town_co_874,68255,EL PLAYÓN,68255,base.co,base.state_co_21,255
town_co_875,68264,ENCINO,68264,base.co,base.state_co_21,264
town_co_876,68266,ENCISO,68266,base.co,base.state_co_21,266
town_co_877,68271,FLORIÁN,68271,base.co,base.state_co_21,271
town_co_878,68276,FLORIDABLANCA,68276,base.co,base.state_co_21,276
town_co_879,68296,GALÁN,68296,base.co,base.state_co_21,296
town_co_880,68298,GÁMBITA,68298,base.co,base.state_co_21,298
town_co_881,68307,GIRÓN,68307,base.co,base.state_co_21,307
town_co_882,68318,GUACA,68318,base.co,base.state_co_21,318
town_co_883,68320,GUADALUPE,68320,base.co,base.state_co_21,320
town_co_884,68322,GUAPOTÁ,68322,base.co,base.state_co_21,322
town_co_885,68324,GUAVATÁ,68324,base.co,base.state_co_21,324
town_co_886,68327,GÜEPSA,68327,base.co,base.state_co_21,327
town_co_887,68344,HATO,68344,base.co,base.state_co_21,344
town_co_888,68368,JESÚS MARÍA,68368,base.co,base.state_co_21,368
town_co_889,68370,JORDÁN,68370,base.co,base.state_co_21,370
town_co_890,68377,LA BELLEZA,68377,base.co,base.state_co_21,377
town_co_891,68385,LANDÁZURI,68385,base.co,base.state_co_21,385
town_co_892,68397,LA PAZ,68397,base.co,base.state_co_21,397
town_co_893,68406,LEBRIJA,68406,base.co,base.state_co_21,406
town_co_894,68418,LOS SANTOS,68418,base.co,base.state_co_21,418
town_co_895,68425,MACARAVITA,68425,base.co,base.state_co_21,425
town_co_896,68432,MÁLAGA,68432,base.co,base.state_co_21,432
town_co_897,68444,MATANZA,68444,base.co,base.state_co_21,444
town_co_898,68464,MOGOTES,68464,base.co,base.state_co_21,464
town_co_899,68468,MOLAGAVITA,68468,base.co,base.state_co_21,468
town_co_900,68498,OCAMONTE,68498,base.co,base.state_co_21,498
town_co_901,68500,OIBA,68500,base.co,base.state_co_21,500
town_co_902,68502,ONZAGA,68502,base.co,base.state_co_21,502
town_co_903,68522,PALMAR,68522,base.co,base.state_co_21,522
town_co_904,68524,PALMAS DEL SOCORRO,68524,base.co,base.state_co_21,524
town_co_905,68533,PÁRAMO,68533,base.co,base.state_co_21,533
town_co_906,68547,PIEDECUESTA,68547,base.co,base.state_co_21,547
town_co_907,68549,PINCHOTE,68549,base.co,base.state_co_21,549
town_co_908,68572,PUENTE NACIONAL,68572,base.co,base.state_co_21,572
town_co_909,68573,PUERTO PARRA,68573,base.co,base.state_co_21,573
town_co_910,68575,PUERTO WILCHES,68575,base.co,base.state_co_21,575
town_co_911,68615,RIONEGRO,68615,base.co,base.state_co_21,615
